molecule_index,smiles,task_idx,task_name,fraction_masked,num_heavy_atoms_masked,baseline_score,top_shap_score,top_shap_drop,random_drop_mean,random_drop_std,random_drop_median,random_drop_q025,random_drop_q975,empirical_p_random_ge_top,top_shap_atoms,positive_only_ranking,score_type
0,CCCCC(CC)COCCC#N,3,NR-AhR,0.2,3,-5.399367332458496,-5.3967061042785645,-0.0026612281799316,-0.1423299121856689,0.0941820454233381,-0.1200940608978271,-0.3382082939147949,-0.0185664415359497,0.0196078431372549,"8,11,4",True,logit_or_raw
0,CCCCC(CC)COCCC#N,3,NR-AhR,0.3,4,-5.399367332458496,-5.336216926574707,-0.063150405883789,-0.2132733821868896,0.1593092964200443,-0.1742045879364013,-0.5788410305976868,-0.0088651657104492,0.1176470588235294,"8,11,4,6",True,logit_or_raw
0,CCCCC(CC)COCCC#N,4,NR-Aromatase,0.05,1,-5.148921966552734,-5.24571704864502,0.0967950820922851,-0.0488272762298584,0.0751759183745425,-0.0420942306518554,-0.1537778615951538,0.0967946052551269,0.0392156862745098,8,True,logit_or_raw
0,CCCCC(CC)COCCC#N,4,NR-Aromatase,0.1,2,-5.148921966552734,-5.259122848510742,0.1102008819580078,-0.0894757175445556,0.1455585765964923,-0.0913193225860595,-0.3658021569252014,0.1293220520019531,0.1176470588235294,"8,11",True,logit_or_raw
0,CCCCC(CC)COCCC#N,4,NR-Aromatase,0.2,3,-5.148921966552734,-5.2847819328308105,0.1358599662780761,-0.1588949203491211,0.2001639437990009,-0.1002717018127441,-0.5970823526382446,0.0866016149520873,0.0392156862745098,"8,11,4",True,logit_or_raw
0,CCCCC(CC)COCCC#N,4,NR-Aromatase,0.3,4,-5.148921966552734,-5.1721601486206055,0.023238182067871,-0.2782830810546875,0.2550563330566658,-0.1773340702056884,-0.8261397361755372,0.0245139360427856,0.0588235294117647,"8,11,4,0",True,logit_or_raw
0,CCCCC(CC)COCCC#N,5,NR-ER,0.05,1,-3.4642367362976074,-3.51804518699646,0.0538084506988525,0.0499263477325439,0.0237584086615951,0.0538082122802734,-0.0127739608287811,0.0737583100795745,0.4509803921568627,1,True,logit_or_raw
0,CCCCC(CC)COCCC#N,5,NR-ER,0.1,2,-3.4642367362976074,-3.550511360168457,0.0862746238708496,0.0458315134048461,0.0574902667119148,0.0755603313446044,-0.1233304560184478,0.101090407371521,0.2745098039215686,"1,2",True,logit_or_raw
0,CCCCC(CC)COCCC#N,5,NR-ER,0.2,3,-3.4642367362976074,-3.574129343032837,0.1098926067352294,0.055898904800415,0.0597212095424896,0.066399335861206,-0.1042271375656127,0.114919090270996,0.1764705882352941,"1,2,3",True,logit_or_raw
0,CCCCC(CC)COCCC#N,5,NR-ER,0.3,4,-3.4642367362976074,-3.5870492458343506,0.1228125095367431,0.0459120750427246,0.0617360177218803,0.055230975151062,-0.0700688600540161,0.1323116540908813,0.1176470588235294,"1,2,3,5",True,logit_or_raw
0,CCCCC(CC)COCCC#N,6,NR-ER-LBD,0.05,1,-5.016159057617188,-5.053999423980713,0.0378403663635253,0.0110515975952148,0.027334669283561,-0.0041637420654296,-0.0406899452209472,0.0532393455505371,0.2352941176470588,8,True,logit_or_raw
0,CCCCC(CC)COCCC#N,6,NR-ER-LBD,0.1,2,-5.016159057617188,-5.065449237823486,0.0492901802062988,0.0033407497406005,0.0373120627166138,0.0050761699676513,-0.0543693423271179,0.0595769882202148,0.196078431372549,"8,11",True,logit_or_raw
0,CCCCC(CC)COCCC#N,6,NR-ER-LBD,0.2,3,-5.016159057617188,-5.078253746032715,0.0620946884155273,-0.0102574825286865,0.0354147345157381,-0.006840705871582,-0.0717759132385253,0.0506666541099548,0.0392156862745098,"8,11,5",True,logit_or_raw
0,CCCCC(CC)COCCC#N,6,NR-ER-LBD,0.3,4,-5.016159057617188,-5.077630519866943,0.0614714622497558,-0.0254742717742919,0.0454024023661032,-0.0266354084014892,-0.1031252145767211,0.0466339111328125,0.0196078431372549,"8,11,5,1",True,logit_or_raw
0,CCCCC(CC)COCCC#N,7,SR-ARE,0.05,1,-5.096436500549316,-5.058382511138916,-0.0380539894104003,-0.0248348331451416,0.0165690506869225,-0.0319788455963134,-0.0409116744995117,0.0091208338737487,0.7254901960784313,8,True,logit_or_raw
0,CCCCC(CC)COCCC#N,7,SR-ARE,0.1,2,-5.096436500549316,-5.06239128112793,-0.0340452194213867,-0.0393585681915283,0.020565318382392,-0.0435860157012939,-0.0707488894462585,0.0036255598068237,0.4117647058823529,"8,11",True,logit_or_raw
0,CCCCC(CC)COCCC#N,7,SR-ARE,0.2,3,-5.096436500549316,-5.085140705108643,-0.0112957954406738,-0.0482397174835205,0.0252585678748147,-0.0426344871520996,-0.0983272075653076,-0.0114744782447814,0.0392156862745098,"8,11,4",True,logit_or_raw
0,CCCCC(CC)COCCC#N,7,SR-ARE,0.3,4,-5.096436500549316,-5.072628974914551,-0.0238075256347656,-0.0677135753631591,0.0322461989940438,-0.0595200061798095,-0.12413991689682,-0.0208887100219726,0.1176470588235294,"8,11,4,6",True,logit_or_raw
0,CCCCC(CC)COCCC#N,8,SR-HSE,0.05,1,-5.005098342895508,-5.1044020652771,0.0993037223815918,0.0014530372619628,0.0451686893673784,-0.0145463943481445,-0.0428018569946289,0.0993037223815918,0.1372549019607843,8,True,logit_or_raw
0,CCCCC(CC)COCCC#N,8,SR-HSE,0.1,2,-5.005098342895508,-5.112724304199219,0.1076259613037109,-0.0120986175537109,0.0460811719765526,-0.025728702545166,-0.0776429653167724,0.0758902072906494,0.0196078431372549,"8,11",True,logit_or_raw
0,CCCCC(CC)COCCC#N,8,SR-HSE,0.2,3,-5.005098342895508,-5.128299713134766,0.1232013702392578,-0.021888837814331,0.0582711686412815,-0.0353062152862548,-0.1103662848472595,0.1018018960952758,0.0392156862745098,"8,11,4",True,logit_or_raw
0,CCCCC(CC)COCCC#N,8,SR-HSE,0.3,4,-5.005098342895508,-5.065242290496826,0.0601439476013183,-0.0305031013488769,0.0517520577557249,-0.0294718742370605,-0.1262614130973816,0.0723911881446838,0.0784313725490196,"8,11,4,0",True,logit_or_raw
0,CCCCC(CC)COCCC#N,9,SR-MMP,0.05,1,-5.003066062927246,-5.320312976837158,0.3172469139099121,0.0408198070526123,0.0808331843517963,0.0484392642974853,-0.0542635917663574,0.1552882194519043,0.0392156862745098,8,True,logit_or_raw
0,CCCCC(CC)COCCC#N,9,SR-MMP,0.1,2,-5.003066062927246,-5.322089672088623,0.3190236091613769,0.0450504398345947,0.112893576450212,0.0207386016845703,-0.1279182314872741,0.3112261056900024,0.0588235294117647,"8,11",True,logit_or_raw
0,CCCCC(CC)COCCC#N,9,SR-MMP,0.2,3,-5.003066062927246,-5.2832932472229,0.2802271842956543,-0.0050562477111816,0.1221000533219311,-0.0067789554595947,-0.2041475415229797,0.2199837803840637,0.0392156862745098,"8,11,4",True,logit_or_raw
0,CCCCC(CC)COCCC#N,9,SR-MMP,0.3,4,-5.003066062927246,-5.165512561798096,0.1624464988708496,-0.0548435020446777,0.1433443733414086,-0.0386030673980712,-0.3497289896011352,0.146907365322113,0.0392156862745098,"8,11,4,5",True,logit_or_raw
0,CCCCC(CC)COCCC#N,10,SR-p53,0.05,1,-5.558412551879883,-5.5944013595581055,0.0359888076782226,-0.0813872623443603,0.0741187301788001,-0.1198797225952148,-0.1471135854721069,0.0359888076782226,0.0980392156862745,11,True,logit_or_raw
0,CCCCC(CC)COCCC#N,10,SR-p53,0.1,2,-5.558412551879883,-5.199540615081787,-0.3588719367980957,-0.1137637519836425,0.0863918009593772,-0.1214306354522705,-0.3069610118865967,0.0319742202758789,1.0,"11,8",True,logit_or_raw
0,CCCCC(CC)COCCC#N,10,SR-p53,0.2,3,-5.558412551879883,-5.443113803863525,-0.1152987480163574,-0.2050007915496826,0.15172769288586,-0.1802701950073242,-0.5698690295219422,0.0067842483520507,0.3725490196078431,"11,8,4",True,logit_or_raw
0,CCCCC(CC)COCCC#N,10,SR-p53,0.3,4,-5.558412551879883,-5.530624866485596,-0.0277876853942871,-0.3315824031829834,0.2400825674190417,-0.2968854904174804,-0.8383791089057923,-0.0315371394157409,0.0392156862745098,"11,8,4,0",True,logit_or_raw
1,CC[C@@H](N)CO,0,Ames,0.05,1,-1.574577569961548,-1.7595990896224976,0.1850215196609497,-0.0630000662803649,0.1798871861018293,-0.1291272640228271,-0.2792280912399292,0.1850214004516601,0.0196078431372549,3,True,logit_or_raw
1,CC[C@@H](N)CO,0,Ames,0.1,1,-1.574577569961548,-1.7595988512039185,0.1850212812423706,-0.0989673662185668,0.1668179585087559,-0.1584346294403076,-0.2792279452085495,0.1850214004516601,0.1764705882352941,3,True,logit_or_raw
1,CC[C@@H](N)CO,0,Ames,0.2,2,-1.574577569961548,-2.1348671913146973,0.5602896213531494,-0.1406995344161987,0.2486925696062571,-0.1139807105064392,-0.5214221924543381,0.5602898061275482,0.0980392156862745,"3,5",True,logit_or_raw
1,CC[C@@H](N)CO,0,Ames,0.3,2,-1.574577569961548,-2.1348674297332764,0.5602898597717285,-0.1783045864105224,0.2611693594806866,-0.2641314268112182,-0.56205413043499,0.5602898061275482,0.0588235294117647,"3,5",True,logit_or_raw
1,CC[C@@H](N)CO,1,LD50_Zhu,0.05,1,-2.382983446121216,-2.580854892730713,0.197871446609497,0.0523570013046264,0.1511727531653225,0.1380558013916015,-0.1765530109405517,0.197871446609497,0.1568627450980392,3,True,logit_or_raw
1,CC[C@@H](N)CO,1,LD50_Zhu,0.1,1,-2.382983446121216,-2.580854892730713,0.197871446609497,0.0529691934585571,0.1256187227851475,0.0630581378936767,-0.1765530109405517,0.197871446609497,0.1372549019607843,3,True,logit_or_raw
1,CC[C@@H](N)CO,1,LD50_Zhu,0.2,2,-2.382983446121216,-2.507906436920166,0.1249229907989502,0.0352844619750976,0.206060223683546,0.1249229907989502,-0.5486954838037491,0.2351967692375183,0.5294117647058824,"3,0",True,logit_or_raw
1,CC[C@@H](N)CO,1,LD50_Zhu,0.3,2,-2.382983446121216,-2.5079057216644287,0.1249222755432128,0.0459816098213195,0.198579659616201,0.1288737058639526,-0.4718965470790863,0.2359013020992279,0.5686274509803921,"3,0",True,logit_or_raw
1,CC[C@@H](N)CO,2,hERG_Karim,0.05,1,-1.3193387985229492,-1.4866276979446411,0.1672888994216919,0.0884912133216857,0.0886379836601403,0.0963931083679199,-0.0841894149780273,0.178402304649353,0.4117647058823529,2,True,logit_or_raw
1,CC[C@@H](N)CO,2,hERG_Karim,0.1,1,-1.3193387985229492,-1.4866275787353516,0.1672887802124023,0.080356707572937,0.0919731160884303,0.0963930487632751,-0.0841895073652267,0.1784020662307739,0.3725490196078431,2,True,logit_or_raw
1,CC[C@@H](N)CO,2,hERG_Karim,0.2,2,-1.3193387985229492,-1.4758920669555664,0.1565532684326172,0.0600077867507934,0.1047734790594793,0.0834693312644958,-0.1727777451276779,0.2055988311767578,0.1764705882352941,"2,0",True,logit_or_raw
1,CC[C@@H](N)CO,2,hERG_Karim,0.3,2,-1.3193387985229492,-1.4758919477462769,0.1565531492233276,0.0995861339569091,0.1071156707426105,0.0998887419700622,-0.1723813563585281,0.2055990159511566,0.4117647058823529,"2,0",True,logit_or_raw
1,CC[C@@H](N)CO,3,NR-AhR,0.05,1,-5.287212371826172,-5.391841888427734,0.1046295166015625,-0.0009734535217285,0.0514467502913508,-0.0263328552246093,-0.0357093811035156,0.1046298861503601,0.1764705882352941,3,True,logit_or_raw
1,CC[C@@H](N)CO,3,NR-AhR,0.1,1,-5.287212371826172,-5.391841888427734,0.1046295166015625,0.0077445983886718,0.0541497803643317,-0.0151100158691406,-0.0357089042663574,0.1046299934387207,0.2156862745098039,3,True,logit_or_raw
1,CC[C@@H](N)CO,3,NR-AhR,0.2,2,-5.287212371826172,-5.488109111785889,0.2008967399597168,0.0123201084136962,0.0768935082120799,0.0004959106445312,-0.076812744140625,0.2008962631225586,0.0392156862745098,"3,5",True,logit_or_raw
1,CC[C@@H](N)CO,3,NR-AhR,0.3,2,-5.287212371826172,-5.488109111785889,0.2008967399597168,0.0095715618133544,0.0838455187732362,-0.0020043849945068,-0.076812744140625,0.2008967399597168,0.0980392156862745,"3,5",True,logit_or_raw
1,CC[C@@H](N)CO,4,NR-Aromatase,0.05,1,-5.889453411102295,-5.909178256988525,0.0197248458862304,-0.012660789489746,0.0151510586855799,-0.0175535678863525,-0.0254092216491699,0.0197248458862304,0.0980392156862745,5,True,logit_or_raw
1,CC[C@@H](N)CO,4,NR-Aromatase,0.1,1,-5.889453411102295,-5.909178733825684,0.0197253227233886,-0.0145287609100341,0.0125794013755285,-0.0146336555480957,-0.0254092216491699,0.0197251081466674,0.0588235294117647,5,True,logit_or_raw
1,CC[C@@H](N)CO,4,NR-Aromatase,0.2,2,-5.889453411102295,-5.895252227783203,0.0057988166809082,-0.016717824935913,0.0171309222231877,-0.013160228729248,-0.0439136028289794,0.0068135261535644,0.1372549019607843,"5,3",True,logit_or_raw
1,CC[C@@H](N)CO,4,NR-Aromatase,0.3,2,-5.889453411102295,-5.89525318145752,0.0057997703552246,-0.0176646995544433,0.0197932844098491,-0.0116467475891113,-0.0441093444824218,0.0068134188652038,0.196078431372549,"5,3",True,logit_or_raw
1,CC[C@@H](N)CO,5,NR-ER,0.05,1,-3.112047910690308,-3.204195737838745,0.0921478271484375,0.00668297290802,0.0573479015570811,-0.0282511711120605,-0.0426151752471923,0.0921478271484375,0.1764705882352941,5,True,logit_or_raw
1,CC[C@@H](N)CO,5,NR-ER,0.1,1,-3.112047910690308,-3.204195737838745,0.0921478271484375,0.0057686519622802,0.0566607697891837,-0.0201557874679565,-0.0426151752471923,0.0921478271484375,0.0980392156862745,5,True,logit_or_raw
1,CC[C@@H](N)CO,5,NR-ER,0.2,2,-3.112047910690308,-3.260469436645508,0.1484215259552002,0.000946455001831,0.0672356079684039,0.0073978900909423,-0.0706047475337982,0.1344593942165373,0.0588235294117647,"5,3",True,logit_or_raw
1,CC[C@@H](N)CO,5,NR-ER,0.3,2,-3.112047910690308,-3.260469913482666,0.1484220027923584,0.0205821657180786,0.0734245944324023,0.009407639503479,-0.0704030752182006,0.1484220027923584,0.1568627450980392,"5,3",True,logit_or_raw
1,CC[C@@H](N)CO,6,NR-ER-LBD,0.05,1,-5.4523138999938965,-5.4388427734375,-0.0134711265563964,-0.0123787021636962,0.003394336407432,-0.01347017288208,-0.0164813995361328,-0.0061731338500976,0.6666666666666666,3,True,logit_or_raw
1,CC[C@@H](N)CO,6,NR-ER-LBD,0.1,1,-5.4523138999938965,-5.438843727111816,-0.01347017288208,-0.0130437469482421,0.0029435686990893,-0.0134706497192382,-0.0164812922477722,-0.0061731338500976,0.4901960784313725,3,True,logit_or_raw
1,CC[C@@H](N)CO,6,NR-ER-LBD,0.2,2,-5.4523138999938965,-5.3987812995910645,-0.053532600402832,-0.0231785011291503,0.0176443423046231,-0.0194544792175292,-0.0535330772399902,0.0007591247558593,0.9411764705882352,"3,5",True,logit_or_raw
1,CC[C@@H](N)CO,6,NR-ER-LBD,0.3,2,-5.4523138999938965,-5.398780345916748,-0.0535335540771484,-0.0296624660491943,0.0159724554828419,-0.0286707878112792,-0.0535330772399902,-0.0029044151306152,1.0,"3,5",True,logit_or_raw
1,CC[C@@H](N)CO,7,SR-ARE,0.05,1,-4.6760783195495605,-4.787957668304443,0.1118793487548828,0.0061087131500244,0.0684290733492803,-0.0337898731231689,-0.0504612922668457,0.1118793487548828,0.1176470588235294,3,True,logit_or_raw
1,CC[C@@H](N)CO,7,SR-ARE,0.1,1,-4.6760783195495605,-4.787957191467285,0.1118788719177246,-0.0026281642913818,0.0633199922152194,-0.0404706001281738,-0.0504612922668457,0.1118793487548828,0.1764705882352941,3,True,logit_or_raw
1,CC[C@@H](N)CO,7,SR-ARE,0.2,2,-4.6760783195495605,-4.878777503967285,0.2026991844177246,-0.0098694324493408,0.0757340377843562,0.0059680938720703,-0.1257243156433105,0.2026995539665222,0.0784313725490196,"3,5",True,logit_or_raw
1,CC[C@@H](N)CO,7,SR-ARE,0.3,2,-4.6760783195495605,-4.878777980804443,0.2026996612548828,-0.0091228008270263,0.0663116315575741,0.0059678554534912,-0.1175342440605163,0.1655234932899472,0.0588235294117647,"3,5",True,logit_or_raw
1,CC[C@@H](N)CO,8,SR-HSE,0.05,1,-5.46018648147583,-5.567152976989746,0.106966495513916,0.0050219917297363,0.0380405280636611,0.0025787353515625,-0.0393022418022155,0.106966495513916,0.0980392156862745,3,True,logit_or_raw
1,CC[C@@H](N)CO,8,SR-HSE,0.1,1,-5.46018648147583,-5.567152976989746,0.106966495513916,0.0181584930419921,0.0420769669759911,0.0025787353515625,-0.0393023490905761,0.106966495513916,0.1568627450980392,3,True,logit_or_raw
1,CC[C@@H](N)CO,8,SR-HSE,0.2,2,-5.46018648147583,-5.54095983505249,0.0807733535766601,0.0063607883453369,0.0441998483707842,-0.0081205368041992,-0.0589890480041503,0.0837153315544128,0.1176470588235294,"3,2",True,logit_or_raw
1,CC[C@@H](N)CO,8,SR-HSE,0.3,2,-5.46018648147583,-5.54095983505249,0.0807733535766601,0.005885534286499,0.0481510293230708,-0.0019392967224121,-0.0589889407157897,0.0845693469047546,0.1372549019607843,"3,2",True,logit_or_raw
1,CC[C@@H](N)CO,9,SR-MMP,0.05,1,-5.419242858886719,-5.458935737609863,0.0396928787231445,-0.0042577171325683,0.0275959421132978,-0.0145487785339355,-0.0303206443786621,0.0396928787231445,0.0980392156862745,5,True,logit_or_raw
1,CC[C@@H](N)CO,9,SR-MMP,0.1,1,-5.419242858886719,-5.458935260772705,0.0396924018859863,-0.0002873802185058,0.0274683253182051,-0.0100631713867187,-0.0303206443786621,0.0396928787231445,0.2156862745098039,5,True,logit_or_raw
1,CC[C@@H](N)CO,9,SR-MMP,0.2,2,-5.419242858886719,-5.46046257019043,0.0412197113037109,-0.0054804706573486,0.0378969177976285,0.0028550624847412,-0.0493373870849609,0.0412197113037109,0.1176470588235294,"5,3",True,logit_or_raw
1,CC[C@@H](N)CO,9,SR-MMP,0.3,2,-5.419242858886719,-5.46046257019043,0.0412197113037109,-0.0064516830444335,0.0340463142270465,-0.000864028930664,-0.0493373870849609,0.0412197113037109,0.0784313725490196,"5,3",True,logit_or_raw
1,CC[C@@H](N)CO,10,SR-p53,0.05,1,-4.969432830810547,-5.165652751922607,0.1962199211120605,0.0321511459350585,0.1363603838794882,-0.0262136459350585,-0.0869969248771667,0.2412900924682617,0.2941176470588235,5,True,logit_or_raw
1,CC[C@@H](N)CO,10,SR-p53,0.1,1,-4.969432830810547,-5.165652275085449,0.1962194442749023,0.0548588752746582,0.1457012221731612,-0.0262136459350585,-0.0869970321655273,0.2412905693054199,0.4313725490196078,5,True,logit_or_raw
1,CC[C@@H](N)CO,10,SR-p53,0.2,2,-4.969432830810547,-5.497747421264648,0.5283145904541016,0.0440971374511718,0.1895028320197795,0.03379487991333,-0.1680054664611816,0.5283145904541016,0.1176470588235294,"5,3",True,logit_or_raw
1,CC[C@@H](N)CO,10,SR-p53,0.3,2,-4.969432830810547,-5.497747421264648,0.5283145904541016,-0.0193300151824951,0.1330835891065087,-0.0467762947082519,-0.1680054664611816,0.1265621185302734,0.0196078431372549,"5,3",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,0,Ames,0.05,1,3.233145475387573,3.066716432571411,0.1664290428161621,0.2430954217910766,0.2143675222748545,0.2534372806549072,-0.3109101176261901,0.6901239275932312,0.7058823529411765,1,True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,0,Ames,0.1,2,3.233145475387573,2.745323896408081,0.4878215789794922,0.4510802030563354,0.3056356967593303,0.4639664888381958,-0.0350563704967498,1.2643615126609795,0.4117647058823529,"1,18",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,0,Ames,0.2,4,3.233145475387573,2.3781752586364746,0.8549702167510986,0.5295561695098877,0.4431000159180607,0.5249015092849731,-0.2993780434131622,1.2577916979789734,0.2941176470588235,"1,18,11,2",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,0,Ames,0.3,6,3.233145475387573,2.385192632675171,0.8479528427124023,0.7797371220588684,0.5979504979476191,0.7838099002838135,-0.2662391483783722,1.860900640487671,0.4901960784313725,"1,18,11,2,13,6",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,1,LD50_Zhu,0.05,1,-0.3278243243694305,-0.416655033826828,0.0888307094573974,0.1117701970040798,0.1669900820051063,0.1022889316082,-0.1207779690623283,0.5231533974409099,0.5686274509803921,1,True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,1,LD50_Zhu,0.1,2,-0.3278243243694305,-0.5913436412811279,0.2635193169116974,0.1471271629491821,0.2434319056257873,0.184024304151535,-0.2544386569410563,0.6352959841489791,0.3529411764705882,"1,11",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,1,LD50_Zhu,0.2,4,-0.3278243243694305,-0.6760889887809753,0.3482646644115448,0.2386572520807385,0.299106490506945,0.2545552253723144,-0.2270887723192572,0.8440129399299622,0.2745098039215686,"1,11,18,2",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,1,LD50_Zhu,0.3,6,-0.3278243243694305,-0.6849837899208069,0.3571594655513763,0.2886109831929206,0.3213842633859659,0.2655092477798462,-0.1842783935368061,0.9623554557561872,0.3725490196078431,"1,11,18,2,8,6",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,2,hERG_Karim,0.05,1,0.1707205176353454,0.0158128608018159,0.1549076568335294,0.1003701160103082,0.1860238436659817,0.1328085837885737,-0.3104901015758514,0.3314169973134994,0.5098039215686274,1,True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,2,hERG_Karim,0.1,2,0.1707205176353454,-0.259060651063919,0.4297811686992645,0.2336194839328527,0.2216372246758611,0.2867927029728889,-0.1957396488636732,0.4889152973890304,0.1568627450980392,"1,18",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,2,hERG_Karim,0.2,4,0.1707205176353454,-0.3045993447303772,0.4753198623657226,0.1469255151459947,0.4773013639168998,0.2945254854857921,-0.7925928696990013,0.6588438063859939,0.3529411764705882,"1,18,16,13",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,2,hERG_Karim,0.3,6,0.1707205176353454,-0.513192355632782,0.6839128732681274,0.2994757237588055,0.3769370421406637,0.3516585454344749,-0.4900948628783226,0.9227987557649612,0.1372549019607843,"1,18,16,13,2,11",True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,3,NR-AhR,0.05,1,2.771907091140747,2.889050006866455,-0.117142915725708,0.0932427501678466,0.209935632431161,0.0102288722991943,-0.1230403900146484,0.7164610862731932,0.9607843137254902,15,True,logit_or_raw
2,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,3,NR-AhR,0.1,2,2.771907091140747,2.7959773540496826,-0.0240702629089355,0.3226787370443344,0.6982666497347549,0.0415117740631103,-0.1477430164813995,2.766803431510924,0.6666666666666666,"15,7",True,logit_or_raw
